# Метеостанция Можайск, Россия, WMO_ID=27509, выборка с 28.03.2018 по 03.04.2019, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=27509&lang=ru
#
"Местное время в Можайске";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"26.07.2018 06:00";"18.4";"747.2";"763.6";"";"96";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.07.2018 03:00";"18.3";"746.4";"762.8";"";"96";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.07.2018 00:00";"17.7";"746.4";"762.8";"";"94";"Ветер, дующий с востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.07.2018 21:00";"17.4";"745.7";"762.1";"";"93";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.07.2018 18:00";"20.0";"745.1";"761.3";"";"79";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.07.2018 15:00";"19.8";"745.1";"761.3";"";"75";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.07.2018 12:00";"17.4";"745.7";"762.1";"";"95";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.07.2018 09:00";"17.2";"744.9";"761.3";"";"93";"Ветер, дующий с востока";"2";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.07.2018 06:00";"16.6";"744.9";"761.3";"";"96";"Ветер, дующий с северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.07.2018 03:00";"17.3";"744.9";"761.3";"";"93";"Ветер, дующий с востока";"1";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.07.2018 00:00";"18.3";"745.0";"761.3";"";"93";"Ветер, дующий с востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"24.07.2018 21:00";"19.0";"744.3";"760.6";"";"85";"Ветер, дующий с северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"24.07.2018 18:00";"19.4";"744.3";"760.6";"";"81";"Ветер, дующий с северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"24.07.2018 15:00";"20.0";"743.6";"759.8";"";"77";"Ветер, дующий с северо-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"24.07.2018 12:00";"18.1";"743.5";"759.8";"";"84";"Ветер, дующий с северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"24.07.2018 09:00";"16.9";"743.4";"759.8";"";"90";"Ветер, дующий с юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"24.07.2018 06:00";"16.5";"742.7";"759.1";"";"94";"Ветер, дующий с северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"24.07.2018 03:00";"16.7";"742.7";"759.1";"";"90";"Ветер, дующий с северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"24.07.2018 00:00";"17.6";"742.8";"759.1";"";"84";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"23.07.2018 21:00";"17.8";"742.8";"759.1";"";"82";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"23.07.2018 18:00";"19.7";"742.1";"758.3";"";"77";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"23.07.2018 15:00";"19.5";"742.1";"758.3";"";"78";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"23.07.2018 12:00";"18.8";"742.1";"758.3";"";"88";"Ветер, дующий с востока";"1";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"23.07.2018 09:00";"18.2";"741.3";"757.6";"";"95";"Ветер, дующий с северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"23.07.2018 06:00";"17.7";"741.3";"757.6";"";"96";"Штиль, безветрие";"0";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"23.07.2018 03:00";"17.3";"741.3";"757.6";"";"96";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"23.07.2018 00:00";"19.5";"741.4";"757.6";"";"88";"Ветер, дующий с востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"22.07.2018 21:00";"20.5";"740.7";"756.8";"";"82";"Ветер, дующий с востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"22.07.2018 18:00";"24.0";"740.2";"756.1";"";"69";"Ветер, дующий с востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"22.07.2018 15:00";"22.6";"740.8";"756.8";"";"76";"Ветер, дующий с востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"22.07.2018 12:00";"21.6";"740.7";"756.8";"";"80";"Ветер, дующий с востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"22.07.2018 09:00";"20.0";"740.7";"756.8";"";"92";"Ветер, дующий с северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"22.07.2018 06:00";"19.9";"740.7";"756.8";"";"96";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"22.07.2018 03:00";"19.7";"740.0";"756.1";"";"97";"Ветер, дующий с северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"22.07.2018 00:00";"20.5";"740.0";"756.1";"";"92";"Ветер, дующий с востока";"1";"";"";"";" ";"Гроза (грозы) с осадками или без них.";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"21.07.2018 21:00";"21.8";"740.1";"756.1";"";"86";"Ветер, дующий с северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"21.07.2018 18:00";"24.0";"739.4";"755.3";"";"75";"Ветер, дующий с востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"21.07.2018 15:00";"25.0";"738.8";"754.6";"";"72";"Ветер, дующий с востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"21.07.2018 12:00";"23.8";"739.4";"755.3";"";"78";"Ветер, дующий с юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"21.07.2018 09:00";"20.9";"738.6";"754.6";"";"94";"Ветер, дующий с востока";"1";"";"";"";" ";"Туман или ледяной туман или сильная мгла.";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";"";
"21.07.2018 06:00";"18.7";"738.4";"754.6";"";"99";"Штиль, безветрие";"0";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"21.07.2018 03:00";"18.9";"737.7";"753.8";"";"98";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"21.07.2018 00:00";"20.4";"737.7";"753.8";"";"93";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"20.07.2018 21:00";"23.2";"737.2";"753.1";"";"78";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"20.07.2018 18:00";"25.2";"736.5";"752.3";"";"67";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"20.07.2018 15:00";"25.0";"735.8";"751.6";"";"68";"Ветер, дующий с юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"20.07.2018 12:00";"22.0";"735.7";"751.6";"";"89";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"20.07.2018 09:00";"19.3";"734.1";"750.1";"";"99";"Ветер, дующий с востока";"2";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"20.07.2018 06:00";"18.7";"734.7";"750.8";"";"99";"Ветер, дующий с севера";"1";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";"";
"20.07.2018 03:00";"19.0";"735.5";"751.6";"";"98";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"20.07.2018 00:00";"19.1";"735.5";"751.6";"";"98";"Ветер, дующий с севера";"2";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"19.07.2018 21:00";"19.5";"736.2";"752.3";"";"96";"Ветер, дующий с северо-востока";"1";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"19.07.2018 18:00";"20.7";"736.3";"752.3";"";"88";"Ветер, дующий с северо-востока";"1";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"19.07.2018 15:00";"20.8";"736.3";"752.3";"";"86";"Ветер, дующий с северо-востока";"3";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"19.07.2018 12:00";"22.3";"736.4";"752.3";"";"72";"Ветер, дующий с северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"19.07.2018 09:00";"20.8";"736.3";"752.3";"";"85";"Ветер, дующий с северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"19.07.2018 06:00";"18.5";"736.2";"752.3";"";"98";"Ветер, дующий с северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"19.07.2018 03:00";"18.3";"736.2";"752.3";"";"96";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"19.07.2018 00:00";"19.1";"736.2";"752.3";"";"97";"Ветер, дующий с северо-востока";"3";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"18.07.2018 21:00";"19.4";"736.2";"752.3";"";"95";"Ветер, дующий с северо-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"18.07.2018 18:00";"21.0";"736.3";"752.3";"";"88";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"18.07.2018 15:00";"25.3";"735.9";"751.6";"";"57";"Ветер, дующий с северо-востока";"5";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"18.07.2018 12:00";"23.5";"736.4";"752.3";"";"70";"Ветер, дующий с севера";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"18.07.2018 09:00";"21.2";"737.1";"753.1";"";"79";"Ветер, дующий с севера";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"18.07.2018 06:00";"19.7";"737.0";"753.1";"";"92";"Ветер, дующий с северо-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"18.07.2018 03:00";"20.1";"737.0";"753.1";"";"84";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"18.07.2018 00:00";"21.0";"737.8";"753.8";"";"81";"Ветер, дующий с северо-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"17.07.2018 21:00";"24.4";"738.0";"753.8";"";"65";"Ветер, дующий с северо-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"17.07.2018 18:00";"27.6";"737.4";"753.1";"";"50";"Ветер, дующий с северо-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"17.07.2018 15:00";"28.1";"738.2";"753.8";"";"52";"Ветер, дующий с северо-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"17.07.2018 12:00";"27.6";"738.9";"754.6";"";"53";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"17.07.2018 09:00";"23.8";"739.4";"755.3";"";"74";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"17.07.2018 06:00";"19.7";"739.2";"755.3";"";"92";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"17.07.2018 03:00";"19.2";"739.1";"755.3";"";"91";"Ветер, дующий с северо-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"17.07.2018 00:00";"22.6";"740.1";"756.1";"";"73";"Ветер, дующий с северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"16.07.2018 21:00";"21.6";"740.1";"756.1";"";"81";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"16.07.2018 18:00";"21.4";"739.3";"755.3";"";"84";"Ветер, дующий с северо-запада";"2";"";"";"";" ";"Гроза (грозы) с осадками или без них.";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"16.07.2018 15:00";"28.2";"739.6";"755.3";"";"49";"Ветер, дующий с северо-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"16.07.2018 12:00";"27.3";"740.4";"756.1";"";"52";"Ветер, дующий с северо-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"16.07.2018 09:00";"23.3";"740.8";"756.8";"";"74";"Ветер, дующий с северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"16.07.2018 06:00";"16.3";"741.2";"757.6";"";"99";"Штиль, безветрие";"0";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"16.07.2018 03:00";"14.8";"741.2";"757.6";"";"99";"Ветер, дующий с севера";"1";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"16.07.2018 00:00";"16.1";"741.2";"757.6";"";"99";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"15.07.2018 21:00";"17.1";"741.3";"757.6";"";"99";"Ветер, дующий с северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"15.07.2018 18:00";"17.2";"740.5";"756.8";"";"99";"Ветер, дующий с северо-запада";"3";"";"";"";" ";"Гроза (грозы) с осадками или без них.";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"15.07.2018 15:00";"23.7";"740.2";"756.1";"";"71";"Ветер, дующий с юго-запада";"4";"";"";"";" ";"Гроза (грозы) с осадками или без них.";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"15.07.2018 12:00";"26.5";"740.3";"756.1";"";"55";"Ветер, дующий с востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"15.07.2018 09:00";"22.8";"740.1";"756.1";"";"69";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"15.07.2018 06:00";"15.9";"740.4";"756.8";"";"99";"Штиль, безветрие";"0";"";"";"";" ";"Туман или ледяной туман или сильная мгла.";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";"";
"15.07.2018 03:00";"14.6";"740.4";"756.8";"";"99";"Штиль, безветрие";"0";"";"";"";" ";"Туман или ледяной туман или сильная мгла.";"";"";"";"";"";"";"";"";"0.2";"";"";"";"";"";"";"";
"15.07.2018 00:00";"16.4";"740.5";"756.8";"";"98";"Штиль, безветрие";"0";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"14.07.2018 21:00";"18.5";"739.9";"756.1";"";"94";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"14.07.2018 18:00";"20.7";"740.0";"756.1";"";"92";"Штиль, безветрие";"0";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"14.07.2018 15:00";"18.9";"739.9";"756.1";"";"96";"Ветер, дующий с северо-востока";"1";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"14.07.2018 12:00";"25.1";"740.2";"756.1";"";"51";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"14.07.2018 09:00";"23.0";"740.1";"756.1";"";"68";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"14.07.2018 06:00";"15.8";"741.2";"757.6";"";"98";"Штиль, безветрие";"0";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"14.07.2018 03:00";"14.2";"741.1";"757.6";"";"98";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"14.07.2018 00:00";"15.9";"741.2";"757.6";"";"96";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"13.07.2018 21:00";"21.1";"741.5";"757.6";"";"69";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"13.07.2018 18:00";"25.7";"741.7";"757.6";"";"44";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"13.07.2018 15:00";"25.6";"742.4";"758.3";"";"45";"Ветер, дующий с северо-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"13.07.2018 12:00";"25.4";"743.2";"759.1";"";"46";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"13.07.2018 09:00";"23.1";"743.8";"759.8";"";"57";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"13.07.2018 06:00";"15.4";"744.1";"760.6";"";"95";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"13.07.2018 03:00";"12.9";"744.7";"761.3";"";"98";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"13.07.2018 00:00";"15.0";"744.1";"760.6";"";"91";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"12.07.2018 21:00";"20.4";"744.4";"760.6";"";"61";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"12.07.2018 18:00";"24.9";"743.9";"759.8";"";"41";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"12.07.2018 15:00";"24.7";"744.6";"760.6";"";"38";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"12.07.2018 12:00";"23.4";"745.2";"761.3";"";"49";"Ветер, дующий с северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"12.07.2018 09:00";"21.5";"745.9";"762.1";"";"72";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"12.07.2018 06:00";"14.8";"745.6";"762.1";"";"99";"Штиль, безветрие";"0";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"12.07.2018 03:00";"14.6";"745.5";"762.1";"";"99";"Штиль, безветрие";"0";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"12.07.2018 00:00";"17.2";"745.7";"762.1";"";"94";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"11.07.2018 21:00";"20.9";"745.9";"762.1";"";"79";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"11.07.2018 18:00";"22.5";"745.2";"761.3";"";"68";"Ветер, дующий с северо-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"11.07.2018 15:00";"22.4";"746.0";"762.1";"";"65";"Ветер, дующий с запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"11.07.2018 12:00";"21.9";"746.0";"762.1";"";"63";"Ветер, дующий с северо-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"11.07.2018 09:00";"19.0";"746.5";"762.8";"";"76";"Ветер, дующий с северо-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"11.07.2018 06:00";"17.0";"746.4";"762.8";"";"94";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"11.07.2018 03:00";"16.6";"745.7";"762.1";"";"96";"Ветер, дующий с северо-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"11.07.2018 00:00";"16.5";"746.3";"762.8";"";"93";"Ветер, дующий с северо-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"10.07.2018 21:00";"17.6";"745.7";"762.1";"";"84";"Ветер, дующий с северо-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"10.07.2018 18:00";"18.8";"745.8";"762.1";"";"73";"Ветер, дующий с северо-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"10.07.2018 15:00";"19.9";"745.8";"762.1";"";"67";"Ветер, дующий с северо-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"10.07.2018 12:00";"18.6";"745.8";"762.1";"";"77";"Ветер, дующий с северо-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"10.07.2018 09:00";"17.4";"744.9";"761.3";"";"89";"Ветер, дующий с северо-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"10.07.2018 06:00";"15.5";"744.1";"760.6";"";"95";"Ветер, дующий с северо-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"10.07.2018 03:00";"13.6";"744.0";"760.6";"";"97";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"10.07.2018 00:00";"14.9";"743.3";"759.8";"";"94";"Ветер, дующий с северо-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"09.07.2018 21:00";"18.4";"742.0";"758.3";"";"79";"Ветер, дующий с северо-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"09.07.2018 18:00";"20.5";"741.5";"757.6";"";"66";"Ветер, дующий с северо-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"09.07.2018 15:00";"19.6";"740.6";"756.8";"";"71";"Ветер, дующий с северо-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"09.07.2018 12:00";"18.4";"740.6";"756.8";"";"75";"Ветер, дующий с северо-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"09.07.2018 09:00";"14.3";"740.3";"756.8";"";"94";"Ветер, дующий с северо-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"09.07.2018 06:00";"13.8";"738.8";"755.3";"";"97";"Ветер, дующий с юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"09.07.2018 03:00";"13.3";"738.8";"755.3";"";"96";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"09.07.2018 00:00";"15.2";"738.2";"754.6";"";"94";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
